State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Number of Days in Package,Average Daily Activity Cost,Average Daily Food Cost,Number of Famous Places Covered,Overall Rating (Out of 5),Discount Percentage,Train Cost (Low),Train Cost (High),Bus Cost (Low),Bus Cost (High),Flight Cost (Low),Flight Cost (High),Car Rental Cost (Low),Car Rental Cost (High)
Manipur,Sunny,Medium,17701,Cost Level: High,Local Cuisine: 1112 INR per day,Luxury Resort: 3584 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, River Rafting",High,4.8/5,Winter,Manipuri,Moderately Safe,No,Festival,7,868,1112,2,4.8,22,553,1309,209,866,3808,7593,1212,3292
Meghalaya,Pleasant,Medium,27648,Cost Level: High,Local Cuisine: 1487 INR per day,Homestay: 4156 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Cultural Tours",High,4.3/5,Monsoon,"Khasi, Garo",Safe for Solo Travelers,No,Festival,8,856,1487,2,4.3,27,441,1359,179,992,4081,6418,1059,3193
Mizoram,Rainy,High,13416,Cost Level: High,Local Cuisine: 907 INR per day,3-star: 3817 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, River Rafting, Wildlife Safari",Moderate,3.8/5,Winter,Mizo,Very Safe,No,Festival,3,1881,907,2,3.8,20,662,1707,119,516,4575,9479,1357,3195
Arunachal Pradesh,Chilly,Low,48394,Cost Level: Low,Local Cuisine: 889 INR per day,Homestay: 1286 INR per night,"Tawang Monastery, Ziro Valley",River Rafting,Moderate,4.4/5,Monsoon,"Hindi, English",Moderately Safe,Yes,Art Exhibitions,10,1997,889,2,4.4,14,737,1575,187,743,4287,6330,804,2736
Assam,Sunny,Low,28956,Cost Level: Low,Local Cuisine: 528 INR per day,Luxury Resort: 4436 INR per night,"Majuli Island, Kaziranga National Park","River Rafting, Trekking, Wildlife Safari",Moderate,3.7/5,Winter,Assamese,Safe for Solo Travelers,No,Local Traditions,5,523,528,2,3.7,21,563,1892,238,795,3486,8094,1067,2791
Assam,Pleasant,Medium,10810,Cost Level: Low,Local Cuisine: 1809 INR per day,Luxury Resort: 1347 INR per night,"Majuli Island, Kaziranga National Park","Boating, Wildlife Safari",High,4.8/5,Winter,Assamese,Very Safe,No,Local Traditions,5,1368,1809,2,4.8,7,756,1982,287,818,3223,8999,1123,2984
Manipur,Rainy,Medium,29660,Cost Level: High,Local Cuisine: 1355 INR per day,3-star: 4032 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Boating, River Rafting",High,3.7/5,Monsoon,Manipuri,Very Safe,No,Art Exhibitions,5,1092,1355,2,3.7,16,459,1053,149,834,4121,7763,1937,3202
Assam,Sunny,Medium,37492,Cost Level: Low,Local Cuisine: 1884 INR per day,Luxury Resort: 2157 INR per night,"Kaziranga National Park, Majuli Island","River Rafting, Cultural Tours, Boating",Moderate,4.0/5,Winter,Assamese,Very Safe,Yes,Art Exhibitions,8,1735,1884,2,4.0,6,655,1729,280,632,4675,7876,1273,3607
Manipur,Rainy,Low,27267,Cost Level: Low,Local Cuisine: 1786 INR per day,Luxury Resort: 2465 INR per night,"Loktak Lake, Kangla Fort","Wildlife Safari, Trekking, Cultural Tours",High,4.1/5,Summer,Manipuri,Moderately Safe,No,Local Traditions,8,748,1786,2,4.1,22,315,1903,182,608,3956,8718,911,3019
Tripura,Sunny,High,11646,Cost Level: High,Local Cuisine: 1803 INR per day,Luxury Resort: 2286 INR per night,"Neermahal, Ujjayanta Palace",River Rafting,High,4.0/5,Summer,"Bengali, Kokborok",Very Safe,No,Local Traditions,10,1827,1803,2,4.0,10,638,1685,205,838,3887,8553,1708,2612
Nagaland,Rainy,Low,5241,Cost Level: Low,Local Cuisine: 1519 INR per day,Homestay: 1931 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, River Rafting, Wildlife Safari",High,4.9/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Art Exhibitions,5,1968,1519,2,4.9,28,357,1027,274,965,3292,6816,1191,3267
Nagaland,Chilly,High,33560,Cost Level: High,Local Cuisine: 702 INR per day,Luxury Resort: 3195 INR per night,"Dzükou Valley, Kohima War Cemetery","Boating, Cultural Tours",Moderate,3.7/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions,5,1420,702,2,3.7,7,314,1790,255,787,4569,8272,1767,3955
Nagaland,Rainy,High,9172,Cost Level: Low,Local Cuisine: 1681 INR per day,Luxury Resort: 1477 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Cultural Tours",High,4.2/5,Monsoon,"English, Nagamese",Moderately Safe,Yes,Local Traditions,4,1818,1681,2,4.2,10,372,1156,213,772,4032,9975,1507,2778
Arunachal Pradesh,Chilly,High,34178,Cost Level: Low,Local Cuisine: 1464 INR per day,3-star: 3024 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, River Rafting",Moderate,3.6/5,Winter,"Hindi, English",Very Safe,No,Local Traditions,4,587,1464,2,3.6,24,476,1290,290,586,3797,7318,1279,3978
Arunachal Pradesh,Chilly,High,15732,Cost Level: High,Local Cuisine: 862 INR per day,Luxury Resort: 4444 INR per night,"Ziro Valley, Tawang Monastery","Boating, Cultural Tours",Moderate,3.6/5,Monsoon,"Hindi, English",Moderately Safe,No,Festival,3,1851,862,2,3.6,28,322,1030,191,964,4137,8041,1103,2637
Arunachal Pradesh,Sunny,Medium,46718,Cost Level: Low,Local Cuisine: 1124 INR per day,3-star: 4541 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, Cultural Tours, Boating",High,4.6/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Art Exhibitions,6,539,1124,2,4.6,5,658,1636,240,617,3388,9583,1755,3662
Arunachal Pradesh,Sunny,Medium,31591,Cost Level: High,Local Cuisine: 974 INR per day,Homestay: 2434 INR per night,"Tawang Monastery, Ziro Valley","Boating, River Rafting",High,4.8/5,Monsoon,"Hindi, English",Very Safe,Yes,Festival,9,983,974,2,4.8,26,770,1668,141,888,4706,9675,1804,3604
Assam,Pleasant,Low,11258,Cost Level: High,Local Cuisine: 1763 INR per day,Luxury Resort: 3348 INR per night,"Majuli Island, Kaziranga National Park","Boating, Wildlife Safari, River Rafting",Moderate,4.9/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions,7,532,1763,2,4.9,13,603,1098,267,947,3468,6076,1461,3544
Tripura,Sunny,Low,25926,Cost Level: High,Local Cuisine: 1540 INR per day,Homestay: 3199 INR per night,"Neermahal, Ujjayanta Palace","Trekking, Wildlife Safari, Cultural Tours",Low,3.7/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Local Traditions,6,1329,1540,2,3.7,26,525,1674,261,894,3701,8148,1954,2976
Tripura,Chilly,Medium,32289,Cost Level: High,Local Cuisine: 632 INR per day,3-star: 3701 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Wildlife Safari",Low,4.9/5,Winter,"Bengali, Kokborok",Very Safe,Yes,Festival,6,1219,632,2,4.9,28,412,1064,109,747,3336,7067,914,2865
Assam,Rainy,High,21973,Cost Level: High,Local Cuisine: 2000 INR per day,3-star: 3584 INR per night,"Kaziranga National Park, Majuli Island",Wildlife Safari,Low,4.8/5,Summer,Assamese,Very Safe,Yes,Art Exhibitions,3,1540,2000,2,4.8,26,462,1006,220,709,4575,9492,1352,3071
Nagaland,Pleasant,High,49496,Cost Level: High,Local Cuisine: 1444 INR per day,Homestay: 2222 INR per night,"Dzükou Valley, Kohima War Cemetery",River Rafting,Low,4.7/5,Winter,"English, Nagamese",Very Safe,No,Local Traditions,7,1785,1444,2,4.7,7,409,1364,266,831,4104,7237,1086,3280
Manipur,Chilly,High,39087,Cost Level: Low,Local Cuisine: 1154 INR per day,Luxury Resort: 4532 INR per night,"Loktak Lake, Kangla Fort","Wildlife Safari, River Rafting",High,4.7/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Festival,10,668,1154,2,4.7,18,300,1661,164,930,4815,9088,1113,3372
Tripura,Chilly,High,43963,Cost Level: Low,Local Cuisine: 522 INR per day,3-star: 4914 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Wildlife Safari, Boating",Low,4.0/5,Monsoon,"Bengali, Kokborok",Very Safe,Yes,Local Traditions,6,1536,522,2,4.0,8,659,1870,244,699,4612,7182,1153,3950
Arunachal Pradesh,Chilly,Low,19606,Cost Level: High,Local Cuisine: 1844 INR per day,Homestay: 2037 INR per night,"Ziro Valley, Tawang Monastery",Wildlife Safari,Moderate,3.9/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Local Traditions,7,1976,1844,2,3.9,20,380,1671,186,736,3790,8944,925,2705
Mizoram,Sunny,High,42030,Cost Level: Low,Local Cuisine: 1655 INR per day,Luxury Resort: 1054 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Boating, Cultural Tours",Moderate,4.6/5,Summer,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions,10,1022,1655,2,4.6,5,723,1411,272,593,4852,6478,1607,2824
Meghalaya,Sunny,Medium,19748,Cost Level: High,Local Cuisine: 1510 INR per day,Homestay: 4287 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Wildlife Safari, Cultural Tours",High,4.2/5,Summer,"Khasi, Garo",Very Safe,Yes,Local Traditions,4,1220,1510,2,4.2,23,736,1461,280,501,4657,9726,1373,3921
Assam,Chilly,Medium,40177,Cost Level: Low,Local Cuisine: 1846 INR per day,3-star: 3347 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, River Rafting",Low,3.8/5,Winter,Assamese,Moderately Safe,Yes,Festival,5,966,1846,2,3.8,13,683,1196,169,951,4961,8046,1689,3848
Tripura,Rainy,Low,37055,Cost Level: High,Local Cuisine: 1555 INR per day,Homestay: 3690 INR per night,"Neermahal, Ujjayanta Palace","Trekking, Cultural Tours",Moderate,4.7/5,Summer,"Bengali, Kokborok",Very Safe,No,Art Exhibitions,6,914,1555,2,4.7,11,650,1091,143,820,3030,6722,1235,2569
Arunachal Pradesh,Pleasant,High,41352,Cost Level: High,Local Cuisine: 1594 INR per day,3-star: 1227 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Boating",High,4.5/5,Summer,"Hindi, English",Moderately Safe,Yes,Local Traditions,4,1804,1594,2,4.5,12,385,1362,178,595,3070,7293,1125,3567
Nagaland,Chilly,Low,29592,Cost Level: High,Local Cuisine: 722 INR per day,3-star: 2477 INR per night,"Dzükou Valley, Kohima War Cemetery",Wildlife Safari,High,4.0/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions,10,773,722,2,4.0,10,706,1019,182,541,3674,7512,1326,3925
Nagaland,Chilly,High,12864,Cost Level: Low,Local Cuisine: 1608 INR per day,Luxury Resort: 2978 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Boating",High,4.8/5,Summer,"English, Nagamese",Moderately Safe,Yes,Local Traditions,8,1321,1608,2,4.8,15,671,1897,277,695,4436,9374,1943,3151
Tripura,Pleasant,High,5945,Cost Level: High,Local Cuisine: 1370 INR per day,3-star: 4279 INR per night,"Neermahal, Ujjayanta Palace",Wildlife Safari,Low,4.1/5,Summer,"Bengali, Kokborok",Safe for Solo Travelers,No,Festival,4,1711,1370,2,4.1,5,630,1314,252,759,4581,8190,1575,2664
Meghalaya,Rainy,Medium,49442,Cost Level: High,Local Cuisine: 931 INR per day,Homestay: 1663 INR per night,"Living Root Bridges, Cherrapunji",Cultural Tours,High,4.4/5,Winter,"Khasi, Garo",Moderately Safe,Yes,Local Traditions,5,1254,931,2,4.4,7,470,1393,231,557,3143,7999,1265,3810
Meghalaya,Sunny,High,6189,Cost Level: High,Local Cuisine: 1233 INR per day,3-star: 2532 INR per night,"Cherrapunji, Living Root Bridges","Trekking, Wildlife Safari, Cultural Tours",High,4.1/5,Summer,"Khasi, Garo",Safe for Solo Travelers,Yes,Local Traditions,5,1899,1233,2,4.1,27,359,1414,116,626,3075,9061,1642,3861
Mizoram,Rainy,Low,30085,Cost Level: High,Local Cuisine: 692 INR per day,Homestay: 4736 INR per night,"Phawngpui National Park, Vantawng Falls",River Rafting,High,3.8/5,Winter,Mizo,Safe for Solo Travelers,No,Festival,9,1578,692,2,3.8,30,641,1476,261,934,4622,8249,882,3935
Manipur,Pleasant,Medium,36738,Cost Level: Low,Local Cuisine: 904 INR per day,Luxury Resort: 4121 INR per night,"Kangla Fort, Loktak Lake","Trekking, River Rafting",Low,4.3/5,Summer,Manipuri,Safe for Solo Travelers,No,Local Traditions,8,1243,904,2,4.3,10,539,1939,252,556,4588,9797,1708,3852
Mizoram,Chilly,Medium,45698,Cost Level: High,Local Cuisine: 1908 INR per day,3-star: 2963 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Moderate,3.8/5,Summer,Mizo,Very Safe,Yes,Art Exhibitions,4,1310,1908,2,3.8,28,697,1218,200,782,3726,7412,1532,3394
Mizoram,Rainy,High,27014,Cost Level: Low,Local Cuisine: 799 INR per day,Luxury Resort: 1114 INR per night,"Phawngpui National Park, Vantawng Falls","River Rafting, Cultural Tours",Low,3.9/5,Winter,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions,8,1052,799,2,3.9,19,391,1996,120,862,3641,7226,998,2501
Assam,Rainy,High,15741,Cost Level: High,Local Cuisine: 1633 INR per day,3-star: 2067 INR per night,"Majuli Island, Kaziranga National Park",River Rafting,Low,4.7/5,Summer,Assamese,Very Safe,Yes,Local Traditions,6,824,1633,2,4.7,29,331,1758,177,945,3194,6397,1170,3200
Tripura,Chilly,Medium,26042,Cost Level: High,Local Cuisine: 1533 INR per day,Homestay: 4866 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Wildlife Safari",High,5.0/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Local Traditions,8,799,1533,2,5.0,16,416,1547,250,930,4491,9918,1561,3410
Manipur,Sunny,Low,39825,Cost Level: Low,Local Cuisine: 1421 INR per day,Homestay: 2118 INR per night,"Kangla Fort, Loktak Lake","Trekking, Cultural Tours, Wildlife Safari",High,3.7/5,Winter,Manipuri,Moderately Safe,No,Festival,3,1896,1421,2,3.7,7,348,1209,213,597,4932,9786,1684,3653
Manipur,Sunny,Medium,45159,Cost Level: Low,Local Cuisine: 1978 INR per day,Homestay: 4058 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, River Rafting, Boating",High,3.7/5,Monsoon,Manipuri,Moderately Safe,No,Art Exhibitions,4,1216,1978,2,3.7,14,783,1105,176,980,4857,7537,1850,3069
Assam,Sunny,Medium,15125,Cost Level: Low,Local Cuisine: 803 INR per day,3-star: 1265 INR per night,"Kaziranga National Park, Majuli Island","Boating, Cultural Tours, River Rafting",High,3.9/5,Summer,Assamese,Moderately Safe,Yes,Festival,3,1618,803,2,3.9,9,603,1937,139,620,4518,9558,1356,3302
Mizoram,Rainy,High,15719,Cost Level: Low,Local Cuisine: 950 INR per day,Homestay: 1767 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, Boating",Moderate,4.9/5,Winter,Mizo,Very Safe,No,Art Exhibitions,8,1974,950,2,4.9,8,742,1539,107,644,4056,8242,830,3221
Arunachal Pradesh,Chilly,Low,17229,Cost Level: High,Local Cuisine: 1285 INR per day,Homestay: 2769 INR per night,"Tawang Monastery, Ziro Valley",Trekking,Moderate,4.3/5,Monsoon,"Hindi, English",Very Safe,No,Local Traditions,9,1491,1285,2,4.3,14,640,1199,153,977,3515,7289,1858,3707
Mizoram,Rainy,High,30895,Cost Level: High,Local Cuisine: 1797 INR per day,3-star: 1115 INR per night,"Phawngpui National Park, Vantawng Falls",Cultural Tours,Moderate,4.0/5,Monsoon,Mizo,Safe for Solo Travelers,No,Festival,7,690,1797,2,4.0,18,309,1860,267,953,3892,6311,1734,3427
Manipur,Pleasant,High,26167,Cost Level: High,Local Cuisine: 1380 INR per day,3-star: 4126 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, Cultural Tours",Moderate,4.9/5,Summer,Manipuri,Moderately Safe,No,Festival,4,1574,1380,2,4.9,17,427,1757,272,732,4746,7245,1847,2854
Nagaland,Rainy,High,30667,Cost Level: High,Local Cuisine: 1248 INR per day,Luxury Resort: 1918 INR per night,"Kohima War Cemetery, Dzükou Valley","River Rafting, Trekking, Wildlife Safari",Low,4.8/5,Monsoon,"English, Nagamese",Very Safe,Yes,Local Traditions,4,1020,1248,2,4.8,30,415,1079,151,685,4605,9603,958,2572
Arunachal Pradesh,Pleasant,Medium,24695,Cost Level: High,Local Cuisine: 1951 INR per day,Luxury Resort: 1075 INR per night,"Tawang Monastery, Ziro Valley",Cultural Tours,Low,4.3/5,Winter,"Hindi, English",Moderately Safe,Yes,Art Exhibitions,9,732,1951,2,4.3,11,726,1156,255,890,4069,7122,1762,3668
Nagaland,Chilly,Medium,30717,Cost Level: High,Local Cuisine: 1705 INR per day,3-star: 2009 INR per night,"Dzükou Valley, Kohima War Cemetery",Wildlife Safari,Moderate,4.7/5,Summer,"English, Nagamese",Very Safe,No,Local Traditions,4,1787,1705,2,4.7,22,349,1388,232,698,4410,6443,1759,3882
Nagaland,Pleasant,Medium,19010,Cost Level: Low,Local Cuisine: 1367 INR per day,3-star: 3311 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, Trekking",Low,4.7/5,Winter,"English, Nagamese",Safe for Solo Travelers,Yes,Local Traditions,7,1818,1367,2,4.7,9,357,1806,184,797,4541,8774,1775,2993
Arunachal Pradesh,Rainy,Low,34149,Cost Level: Low,Local Cuisine: 1329 INR per day,3-star: 4636 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Wildlife Safari",Moderate,4.4/5,Summer,"Hindi, English",Very Safe,No,Art Exhibitions,9,839,1329,2,4.4,28,754,1892,142,755,3997,7959,1332,2500
Meghalaya,Rainy,High,13237,Cost Level: High,Local Cuisine: 1176 INR per day,3-star: 3313 INR per night,"Cherrapunji, Living Root Bridges","River Rafting, Cultural Tours, Wildlife Safari",Moderate,4.0/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Festival,6,730,1176,2,4.0,22,396,1731,117,827,4295,9256,1872,2861
Meghalaya,Pleasant,Medium,49292,Cost Level: High,Local Cuisine: 1361 INR per day,Luxury Resort: 1921 INR per night,"Cherrapunji, Living Root Bridges",River Rafting,Low,4.1/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Local Traditions,6,599,1361,2,4.1,22,358,1801,294,804,4380,9167,988,3865
Tripura,Chilly,High,31033,Cost Level: High,Local Cuisine: 1796 INR per day,Luxury Resort: 2759 INR per night,"Neermahal, Ujjayanta Palace","Trekking, Cultural Tours",Low,3.9/5,Monsoon,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions,9,1808,1796,2,3.9,12,469,1976,282,965,3569,7772,997,3949
Assam,Chilly,High,41186,Cost Level: High,Local Cuisine: 726 INR per day,Homestay: 1789 INR per night,"Majuli Island, Kaziranga National Park","Trekking, Boating, Wildlife Safari",High,3.9/5,Monsoon,Assamese,Very Safe,No,Local Traditions,8,1470,726,2,3.9,13,453,1183,268,673,3749,6704,1021,3344
Nagaland,Chilly,Low,24060,Cost Level: Low,Local Cuisine: 1156 INR per day,3-star: 3733 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Boating",High,4.4/5,Summer,"English, Nagamese",Very Safe,Yes,Festival,3,901,1156,2,4.4,5,717,1864,190,582,4345,7245,826,3776
Manipur,Pleasant,Low,22625,Cost Level: Low,Local Cuisine: 669 INR per day,Luxury Resort: 4274 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, Wildlife Safari",High,4.3/5,Winter,Manipuri,Very Safe,No,Art Exhibitions,7,559,669,2,4.3,10,303,1820,213,820,4992,8296,1185,2520
Assam,Rainy,High,23189,Cost Level: High,Local Cuisine: 629 INR per day,Homestay: 4204 INR per night,"Kaziranga National Park, Majuli Island",Boating,Moderate,4.8/5,Monsoon,Assamese,Moderately Safe,No,Local Traditions,8,965,629,2,4.8,24,602,1003,114,613,4869,6648,1200,3269
Meghalaya,Chilly,Low,13582,Cost Level: High,Local Cuisine: 925 INR per day,Luxury Resort: 3047 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Wildlife Safari",Moderate,3.8/5,Summer,"Khasi, Garo",Very Safe,No,Art Exhibitions,7,1792,925,2,3.8,15,698,1030,114,970,3793,6126,945,3562
Meghalaya,Rainy,High,30799,Cost Level: Low,Local Cuisine: 985 INR per day,Homestay: 2491 INR per night,"Cherrapunji, Living Root Bridges","River Rafting, Cultural Tours",Moderate,3.5/5,Winter,"Khasi, Garo",Safe for Solo Travelers,No,Art Exhibitions,7,1623,985,2,3.5,22,520,1837,244,556,3986,8826,1832,2656
Mizoram,Pleasant,Low,23735,Cost Level: Low,Local Cuisine: 1238 INR per day,Luxury Resort: 4526 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, Cultural Tours, Boating",High,3.8/5,Summer,Mizo,Very Safe,No,Art Exhibitions,6,985,1238,2,3.8,14,673,1479,131,724,4256,8081,1008,3111
Arunachal Pradesh,Sunny,Low,42454,Cost Level: High,Local Cuisine: 1118 INR per day,3-star: 3334 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Wildlife Safari",Low,4.8/5,Monsoon,"Hindi, English",Safe for Solo Travelers,No,Festival,3,890,1118,2,4.8,17,533,1873,255,903,4169,8098,1141,3811
Mizoram,Rainy,Low,6786,Cost Level: Low,Local Cuisine: 1744 INR per day,3-star: 2651 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, River Rafting, Trekking",Low,4.3/5,Summer,Mizo,Safe for Solo Travelers,Yes,Festival,5,1726,1744,2,4.3,21,678,1830,109,986,4397,8771,1949,2506
Mizoram,Pleasant,High,36513,Cost Level: Low,Local Cuisine: 756 INR per day,Homestay: 2537 INR per night,"Phawngpui National Park, Vantawng Falls",Wildlife Safari,Low,3.8/5,Winter,Mizo,Very Safe,Yes,Local Traditions,5,1300,756,2,3.8,5,458,1045,125,735,4561,9385,1150,3749
Assam,Sunny,High,39838,Cost Level: Low,Local Cuisine: 827 INR per day,Homestay: 2964 INR per night,"Kaziranga National Park, Majuli Island","River Rafting, Trekking, Boating",High,4.6/5,Monsoon,Assamese,Very Safe,Yes,Festival,5,791,827,2,4.6,7,383,1552,192,913,3047,6182,1315,3729
Nagaland,Pleasant,High,29058,Cost Level: Low,Local Cuisine: 1592 INR per day,Luxury Resort: 3192 INR per night,"Dzükou Valley, Kohima War Cemetery",Boating,Moderate,3.7/5,Summer,"English, Nagamese",Very Safe,Yes,Festival,3,508,1592,2,3.7,24,648,1476,288,891,4560,9662,1298,3830
Tripura,Pleasant,Low,37131,Cost Level: High,Local Cuisine: 1682 INR per day,Luxury Resort: 1123 INR per night,"Ujjayanta Palace, Neermahal","Trekking, Cultural Tours, Wildlife Safari",Moderate,3.9/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Festival,4,1770,1682,2,3.9,6,353,1232,269,702,3998,9257,1849,3474
Mizoram,Sunny,High,20325,Cost Level: Low,Local Cuisine: 1636 INR per day,3-star: 2842 INR per night,"Phawngpui National Park, Vantawng Falls",Trekking,Moderate,3.7/5,Summer,Mizo,Safe for Solo Travelers,No,Art Exhibitions,4,1117,1636,2,3.7,27,499,1912,146,651,4296,7088,1987,3953
Arunachal Pradesh,Chilly,Medium,19138,Cost Level: Low,Local Cuisine: 1813 INR per day,Luxury Resort: 2151 INR per night,"Tawang Monastery, Ziro Valley","Wildlife Safari, Cultural Tours",High,4.6/5,Summer,"Hindi, English",Very Safe,Yes,Art Exhibitions,8,524,1813,2,4.6,9,349,1824,272,652,4795,8170,1862,2938
